subject,condition,experiment,task,item,item_category,recall,original_description,semantic_similarity
7,Active,exp02,recall,blender,lure,Cant remember,This item can be used to un-blend any slurry.,-0.06657426
7,Passive,exp02,recall,mallet,lure,Cant remember,This item fixes anything you hit with it.,0.090001695
7,Passive,exp02,recall,gramophone,target,Cant remember,This item plays music backwards.,-0.007106537
7,Passive,exp02,recall,mailbox,target,Can receive any mail from anywhere,This item can receive mail from anywhere instantaneously.,0.7094517
7,Active,exp02,recall,soccerball,target,Cant remember,"This item can be kicked, but always rolls back to where it started.",0.024750987
7,Passive,exp02,recall,tapemeasure,lure,Cant remember,This item can measure an unlimited length.,-0.050736323
7,Active,exp02,recall,fishbowl,target,Cant remember,"This item cannot spill water, no matter how much you shake it.",0.06280221
7,Active,exp02,recall,duster,target,Cant remember,This item makes makes things sparkle just by dusting it.,-0.009066581
7,Active,exp02,recall,jug,target,Cant remember,"This item never empties, no matter how much you pour out of it.",0.052468814
7,Passive,exp02,recall,gavel,target,Cant remember,This item can only be held by children.,-0.03151939
7,Passive,exp02,recall,cinnamonroll,target,Cant remember,"This item tastes like carrots, not cinnamon.",0.025042538
7,Passive,exp02,recall,hanger,lure,Cant remember,This item instantly appears with the outfit of your choice.,-0.16567554
7,Active,exp02,recall,purse,target,Cant remember,This item can only hold one item.,0.090505004
7,Active,exp02,recall,jacket,lure,Cant remember,This item makes you feel colder when you wear it.,-0.06862624
7,Active,exp02,recall,frame,lure,Cant remember,This item can only be used for black and white photographs.,0.019722847
7,Active,exp02,recall,donut,target,Cant remember,This item disappears if you try to eat it.,-0.021429531
7,Passive,exp02,recall,cake,target,Cant remember,This item turns into any flavor you want when you cut it.,-0.019474037
7,Passive,exp02,recall,applecore,target,Cant remember,"This item grows into any tree desired, if tossed.",-0.071256846
7,Active,exp02,recall,exitsign,target,Cant remember,This item points towards the farthest exit.,0.004723497
7,Passive,exp02,recall,pear,lure,Cant remember,This item grants invisibility to anyone who bites it.,-0.010380494
7,Passive,exp02,recall,dogbowl,target,Cant remember,This item fills up by itself.,0.052244604
7,Active,exp02,recall,headphones,lure,Sound,This item inverts all sounds when worn.,0.2524242
7,Active,exp02,recall,remote,target,Cant remember,This item can control any device that is not in the same room.,0.025979646
7,Passive,exp02,recall,measuringspoon,target,Cant remember,This item changes size as you fill it up.,0.024594896
7,Active,exp02,recall,hairclip,lure,Cant remember,This item can grasp everything except hair.,0.031169744
7,Active,exp02,recall,postcard,lure,Cant remember,This item automatically sends itself to the posted location.,-0.049548846
7,Passive,exp02,recall,paperairplane,target,Cant remember,This item can fly to anywhere if you toss it.,-0.01961463
7,Passive,exp02,recall,milkshake,lure,Cant remember,This item tastes like anything you wish for it to taste like.,0.025069537
7,Active,exp02,recall,cereal,lure,Cant remember,This item makes you fall asleep if eaten.,-0.00642251
70,Passive,exp02,recall,pear,lure,I dont remember.\n,This item grants invisibility to anyone who bites it.,-0.02935493
70,Active,exp02,recall,cactus,target,It has tea in its branches\n,This item contains tea within its arms.,0.5695454
70,Active,exp02,recall,blender,lure,I dont remember,This item can be used to un-blend any slurry.,-0.06637436
70,Passive,exp02,recall,gramophone,target,I dont remember\n,This item plays music backwards.,-0.11275607
70,Passive,exp02,recall,applecore,target,Dont remember,"This item grows into any tree desired, if tossed.",-0.113971524
70,Active,exp02,recall,soccerball,target,Dont remember,"This item can be kicked, but always rolls back to where it started.",-0.063819826
70,Passive,exp02,recall,shoppingcart,lure,Dont remember,This item can move without being pushed.,-0.11795708
70,Passive,exp02,recall,pen,lure,Dont remember\n,This item can only write in invisible ink.,-0.011458803
70,Active,exp02,recall,bikepump,lure,Dont remember,This item can only be used to deflate tires.,-0.052227225
70,Passive,exp02,recall,gavel,target,fixes anything,This item can only be held by children.,-0.10562083
70,Active,exp02,recall,purse,target,dont remember,This item can only hold one item.,0.03821351
70,Active,exp02,recall,grater,lure,dont remember,This item can be used to turn shredded food into whole food.,-0.13673562
70,Passive,exp02,recall,mallet,lure,dont remember,This item fixes anything you hit with it.,0.039969277
70,Active,exp02,recall,recorder,lure,only plays d note,This item can only play the note D.,0.5179616
70,Active,exp02,recall,camcorder,target,dont remember,This item has unlimited memory capacity.,0.08651188
70,Passive,exp02,recall,dogbowl,target,dont remember,This item fills up by itself.,0.052464314
70,Active,exp02,recall,fishbowl,target,dont remember,"This item cannot spill water, no matter how much you shake it.",0.02112236
70,Passive,exp02,recall,discoball,target,dont remember,This item only spins if you dance.,-0.004117131
70,Passive,exp02,recall,cake,target,dont remember,This item turns into any flavor you want when you cut it.,-0.07128137
70,Passive,exp02,recall,milkshake,lure,dont remember,This item tastes like anything you wish for it to taste like.,0.016006574
70,Active,exp02,recall,dartboard,target,dont remember,This item attracts darts that are thrown at it.,-0.14597145
70,Active,exp02,recall,broom,target,brings more dust,This item collects more dust the more you sweep with it.,0.5590538
70,Active,exp02,recall,exitsign,target,leads to the closest exit,This item points towards the farthest exit.,0.48558354
70,Passive,exp02,recall,hairdryer,lure,dont remember,"This item can be used to dry anything, except hair.",-0.07369815
70,Active,exp02,recall,cereal,lure,dont remember,This item makes you fall asleep if eaten.,-0.02251349
70,Passive,exp02,recall,seashell,lure,dont remember,This item can be used to hear city streets.,-0.13604881
70,Active,exp02,recall,gumballmachine,lure,dont remember,This item dispenses candy that heals your jaw.,0.006323688
70,Passive,exp02,recall,iron,lure,dont remember,This item can wrinkle any fabric.,-0.11648121
70,Passive,exp02,recall,tennisball,target,dont remember,This item does not bounce when you hit it.,0.046191778
70,Active,exp02,recall,fountain,lure,coins come out when you pour in water,This item pours pennies if you toss water into it.,0.58576113
70,Passive,exp02,recall,skigoggles,target,lets you see past anything\n,This item helps you see in the dark.,0.31670496
70,Active,exp02,recall,frame,lure,frames black and white pictures,This item can only be used for black and white photographs.,0.4194615
70,Passive,exp02,recall,spaceship,target,dont remember,"This item can fly into space, but won't come back.",0.008063071
70,Active,exp02,recall,skates,target,lets you skate on any surface but ice,This item can skate on any surface except ice.,0.79920244
70,Passive,exp02,recall,bowlingball,lure,dont remember,This item weighs whatever weight you choose it to weigh.,0.009253002
70,Active,exp02,recall,jacket,lure,dont remember,This item makes you feel colder when you wear it.,-0.10715611
74,Active,exp02,recall,trumpet,lure,I do not recall,This item can only play one note.,0.030888926
74,Passive,exp02,recall,pen,lure,I do not recall,This item can only write in invisible ink.,0.07691793
74,Active,exp02,recall,binoculars,target,It can see through anything,This item can be used to see through any object.,0.48623365
74,Passive,exp02,recall,gramophone,target,I do not recall,This item plays music backwards.,0.026076423
74,Passive,exp02,recall,hanger,lure,I do not recall,This item instantly appears with the outfit of your choice.,-0.1308491
74,Active,exp02,recall,cactus,target,It has tea in its arms,This item contains tea within its arms.,0.72641444
74,Active,exp02,recall,cereal,lure,It was something related to food,This item makes you fall asleep if eaten.,0.11387361
74,Active,exp02,recall,ladle,lure,does not hold water,This item cannot hold any liquid.,0.39597088
74,Active,exp02,recall,piggybank,target,when it breaks it is empty,"This item is full until you break it, then it becomes empty.",0.597
74,Passive,exp02,recall,paperairplane,target,it is very accurate or has unlimited distance,This item can fly to anywhere if you toss it.,0.10940339
74,Active,exp02,recall,grater,lure,it makes food whole,This item can be used to turn shredded food into whole food.,0.4355781
74,Passive,exp02,recall,walkietalkie,lure,do not recall,This item has an unlimited range.,-0.07486363
74,Passive,exp02,recall,applecore,target,can turn into any tree when tossed,"This item grows into any tree desired, if tossed.",0.58240974
74,Passive,exp02,recall,spaceship,target,do not recall,"This item can fly into space, but won't come back.",0.08995988
74,Passive,exp02,recall,bowlingball,lure,do not recall,This item weighs whatever weight you choose it to weigh.,0.003521785
74,Passive,exp02,recall,hairdryer,lure,do not recall,"This item can be used to dry anything, except hair.",0.009301673
74,Active,exp02,recall,headphones,lure,turns sounds backwards,This item inverts all sounds when worn.,0.3427428
74,Passive,exp02,recall,mailbox,target,do not recall,This item can receive mail from anywhere instantaneously.,-0.08375021
74,Active,exp02,recall,blender,lure,can blend anything,This item can be used to un-blend any slurry.,0.23347548
74,Passive,exp02,recall,curler,lure,curls only curly hair,This item can only curl hair that is already curly.,0.68409854
74,Active,exp02,recall,purse,target,can hold one item,This item can only hold one item.,0.6653712
74,Passive,exp02,recall,discoball,target,do not recall,This item only spins if you dance.,0.080880634
74,Passive,exp02,recall,coffeefilter,lure,can turn any liquid into coffee\n,This item can be used to brew any liquid into coffee.,0.41264015
74,Passive,exp02,recall,seashell,lure,do not recall,This item can be used to hear city streets.,-0.04176056
74,Active,exp02,recall,duster,target,makes anything it dusts shiny,This item makes makes things sparkle just by dusting it.,0.50031924
74,Active,exp02,recall,wateringcan,lure,only one drop of water,This item soaks up water from plants.,0.29181823
74,Active,exp02,recall,jug,target,never runs out of water or liquid,"This item never empties, no matter how much you pour out of it.",0.38758853
74,Passive,exp02,recall,landline,lure,do not recalll,"This item can reach any number, but cannot be answered.",-0.007848283
74,Active,exp02,recall,jacket,lure,makes you cold,This item makes you feel colder when you wear it.,0.49451804
74,Active,exp02,recall,skates,target,you can sky in any surface but ice,This item can skate on any surface except ice.,0.57988423
74,Passive,exp02,recall,flask,target,do not recall,This item holds unlimited liquid.,-0.043209706
74,Active,exp02,recall,doghouse,lure,it adaps to any dog,This item adapts to fit the size of any dog that sits in it.,0.52909833
74,Passive,exp02,recall,gavel,target,do not recalll,This item can only be held by children.,0.11332409
74,Active,exp02,recall,remote,target,works with any piece of technology,This item can control any device that is not in the same room.,0.3196129
74,Passive,exp02,recall,dogbowl,target,do not recall,This item fills up by itself.,0.027906848
74,Active,exp02,recall,alarmclock,target,only rings when you wake up,This item only goes off after you wake up.,0.5331237
76,Passive,exp02,recall,skigoggles,target,can see in the dark,This item helps you see in the dark.,0.6168045
76,Passive,exp02,recall,tennisball,target,no idea ,This item does not bounce when you hit it.,0.062820725
76,Passive,exp02,recall,spaceship,target,can fly,"This item can fly into space, but won't come back.",0.4874673
76,Active,exp02,recall,jug,target,holds water ,"This item never empties, no matter how much you pour out of it.",0.076652184
76,Active,exp02,recall,donut,target,can be eaten,This item disappears if you try to eat it.,0.27354676
76,Passive,exp02,recall,bowlingball,lure,rolls down a lane,This item weighs whatever weight you choose it to weigh.,0.035886995
76,Active,exp02,recall,fishbowl,target,holds water if it is splashed around,"This item cannot spill water, no matter how much you shake it.",0.4173998
76,Passive,exp02,recall,mailbox,target,holds pieces of mail,This item can receive mail from anywhere instantaneously.,0.34921044
76,Passive,exp02,recall,curler,lure,heats and straightens,This item can only curl hair that is already curly.,0.15679684
76,Active,exp02,recall,piggybank,target,its full when it breaks and then is emoty again,"This item is full until you break it, then it becomes empty.",0.6122626
76,Passive,exp02,recall,flask,target,holds alcohol,This item holds unlimited liquid.,0.22401284
76,Active,exp02,recall,mortarpestle,lure,no idea,This item crushes anything with a single tap.,0.055828
76,Active,exp02,recall,alarmclock,target,clicks on passing seconds ,This item only goes off after you wake up.,0.19223127
76,Passive,exp02,recall,microscope,target,makes things appear larger,This item physically enlarges any object it focuses on.,0.28526932
76,Passive,exp02,recall,landline,lure,can call,"This item can reach any number, but cannot be answered.",0.23365575
76,Passive,exp02,recall,toiletpaper,lure,wipes away dirt,This item cannot be torn.,0.1735448
76,Passive,exp02,recall,discoball,target,shines brightly,This item only spins if you dance.,0.056055494
76,Passive,exp02,recall,pear,lure,no idea,This item grants invisibility to anyone who bites it.,0.028110892
76,Active,exp02,recall,postcard,lure,holds messages ,This item automatically sends itself to the posted location.,0.103741676
76,Active,exp02,recall,binoculars,target,can see far away items,This item can be used to see through any object.,0.4651995
76,Active,exp02,recall,recorder,lure,plays a musical note,This item can only play the note D.,0.40380514
76,Passive,exp02,recall,tapemeasure,lure,measures,This item can measure an unlimited length.,0.118509375
76,Passive,exp02,recall,rubikscube,target,solves a puzzle ,This item scrambles itself if you try to solve it.,0.359156
76,Active,exp02,recall,violin,lure,sounds like a trumpet,This item sounds like a trumpet when played.,0.7448063
76,Active,exp02,recall,purse,target,holds things,This item can only hold one item.,0.076960206
76,Active,exp02,recall,trumpet,lure,no idea,This item can only play one note.,0.017317308
76,Active,exp02,recall,gumballmachine,lure,dispences colored candy,This item dispenses candy that heals your jaw.,0.31364417
76,Active,exp02,recall,broom,target,cleans rooms,This item collects more dust the more you sweep with it.,0.20858476
76,Active,exp02,recall,jacket,lure,provides warmth,This item makes you feel colder when you wear it.,0.262267
76,Active,exp02,recall,doghouse,lure,can fit any size dog,This item adapts to fit the size of any dog that sits in it.,0.6068115
76,Passive,exp02,recall,shoppingcart,lure,holds things,This item can move without being pushed.,0.1718594
76,Passive,exp02,recall,pen,lure,writes,This item can only write in invisible ink.,0.30306083
76,Active,exp02,recall,remote,target,switches channels,This item can control any device that is not in the same room.,0.07850166
76,Passive,exp02,recall,cinnamonroll,target,"tastes like arrots, not cinnamon ","This item tastes like carrots, not cinnamon.",0.707637
76,Active,exp02,recall,headphones,lure,blocks out noise,This item inverts all sounds when worn.,0.097580455
76,Passive,exp02,recall,seashell,lure,no idea,This item can be used to hear city streets.,-0.042608906
8,Active,exp02,recall,piggybank,target,it is always full \n,"This item is full until you break it, then it becomes empty.",0.2708053
8,Passive,exp02,recall,cinnamonroll,target,it is always warm,"This item tastes like carrots, not cinnamon.",0.0757105
8,Passive,exp02,recall,starfish,lure,it changes colors,"This item can be used to wish for anything, but only once.",0.050302558
8,Passive,exp02,recall,straightener,target,it makes your hair wet,This item gets colder the longer it is left on.,0.12826204
8,Passive,exp02,recall,tennisball,target,it never bounces,This item does not bounce when you hit it.,0.4909125
8,Passive,exp02,recall,pretzel,target,idk,This item unknots and ties itself back together.,-0.09196118
8,Passive,exp02,recall,bowlingball,lure,it bounces,This item weighs whatever weight you choose it to weigh.,0.09473011
8,Passive,exp02,recall,cake,target,it never goes bad,This item turns into any flavor you want when you cut it.,0.23515932
8,Active,exp02,recall,mortarpestle,lure,im not sure,This item crushes anything with a single tap.,-0.006747697
8,Active,exp02,recall,donut,target,im not sure,This item disappears if you try to eat it.,-0.06160852
8,Passive,exp02,recall,gramophone,target,im not sure,This item plays music backwards.,-0.04621416
8,Active,exp02,recall,jacket,lure,it makes you cold when you put it on,This item makes you feel colder when you wear it.,0.66108453
8,Passive,exp02,recall,toiletpaper,lure,iy never breaks,This item cannot be torn.,0.1759292
8,Passive,exp02,recall,iron,lure,it makes your clothes wrinkled,This item can wrinkle any fabric.,0.39365134
8,Active,exp02,recall,postcard,lure,It automatically goes to its destination,This item automatically sends itself to the posted location.,0.4885881
8,Passive,exp02,recall,pen,lure,im not sure,This item can only write in invisible ink.,0.021780867
8,Active,exp02,recall,cooler,target,it keeps contents hot,This item holds everything below freezing temperature.,0.2783125
8,Passive,exp02,recall,hairdryer,lure,im not sure,"This item can be used to dry anything, except hair.",0.032363307
8,Active,exp02,recall,broom,target,im not sure,This item collects more dust the more you sweep with it.,-0.09229691
8,Active,exp02,recall,skates,target,it makes you fly,This item can skate on any surface except ice.,0.06893155
8,Active,exp02,recall,remote,target,im not sure,This item can control any device that is not in the same room.,0.002037197
8,Active,exp02,recall,jug,target,it stays full,"This item never empties, no matter how much you pour out of it.",0.24337436
8,Passive,exp02,recall,mailbox,target,im not sure,This item can receive mail from anywhere instantaneously.,-0.015899487
8,Active,exp02,recall,bikepump,lure,im not sure,This item can only be used to deflate tires.,-0.0326786
8,Active,exp02,recall,ladle,lure,it never holds anything,This item cannot hold any liquid.,0.3575672
8,Active,exp02,recall,gumballmachine,lure,it fixes your jaw,This item dispenses candy that heals your jaw.,0.5155337
8,Passive,exp02,recall,milkshake,lure,im not sure,This item tastes like anything you wish for it to taste like.,-0.049135484
8,Passive,exp02,recall,coffeefilter,lure,im not sure,This item can be used to brew any liquid into coffee.,-0.0346522
8,Passive,exp02,recall,tapemeasure,lure,im not sure,This item can measure an unlimited length.,-0.03547903
8,Passive,exp02,recall,paperairplane,target,it never lands,This item can fly to anywhere if you toss it.,0.19379267
8,Active,exp02,recall,cactus,target,it grows arms,This item contains tea within its arms.,0.4155388
8,Active,exp02,recall,fishbowl,target,it never gets dirty,"This item cannot spill water, no matter how much you shake it.",0.29797375
8,Active,exp02,recall,doghouse,lure,im not sure,This item adapts to fit the size of any dog that sits in it.,-0.08787913
8,Passive,exp02,recall,microscope,target,it magnifies,This item physically enlarges any object it focuses on.,0.14807762
8,Active,exp02,recall,cereal,lure,it makes you sleepy,This item makes you fall asleep if eaten.,0.54890925
8,Active,exp02,recall,hairclip,lure,im not sure,This item can grasp everything except hair.,-0.002012484
9,Active,exp02,recall,broom,target,collects dust\n,This item collects more dust the more you sweep with it.,0.22282985
9,Passive,exp02,recall,rubikscube,target,idk,This item scrambles itself if you try to solve it.,-0.002764061
9,Passive,exp02,recall,coffeefilter,lure,can only filter coffee\n,This item can be used to brew any liquid into coffee.,0.20713958
9,Passive,exp02,recall,measuringspoon,target,idk,This item changes size as you fill it up.,-0.10710204
9,Passive,exp02,recall,milkshake,lure,idk,This item tastes like anything you wish for it to taste like.,-0.005844783
9,Active,exp02,recall,laptop,target,can only be used when outside the range of wifi,This item works only in areas without internet connection.,0.4155661
9,Active,exp02,recall,fishbowl,target,doesnt spill,"This item cannot spill water, no matter how much you shake it.",0.4481676
9,Active,exp02,recall,donut,target,idk,This item disappears if you try to eat it.,-0.025878545
9,Passive,exp02,recall,mailbox,target,idk,This item can receive mail from anywhere instantaneously.,-0.006511774
9,Active,exp02,recall,wateringcan,lure,idk,This item soaks up water from plants.,-0.001850652
9,Passive,exp02,recall,skigoggles,target,idk,This item helps you see in the dark.,-0.001868473
9,Passive,exp02,recall,iron,lure,idk,This item can wrinkle any fabric.,0.008779066
9,Active,exp02,recall,purse,target,idk,This item can only hold one item.,0.06937299
9,Active,exp02,recall,soccerball,target,idk,"This item can be kicked, but always rolls back to where it started.",0.034375884
9,Passive,exp02,recall,flask,target,unlimited space?,This item holds unlimited liquid.,0.37914285
9,Active,exp02,recall,recorder,lure,idk,This item can only play the note D.,0.05042757
9,Passive,exp02,recall,pear,lure,idk,This item grants invisibility to anyone who bites it.,-0.016327506
9,Passive,exp02,recall,spaceship,target,idk,"This item can fly into space, but won't come back.",0.0581953
9,Passive,exp02,recall,tennisball,target,idk,This item does not bounce when you hit it.,0.021494478
9,Passive,exp02,recall,hanger,lure,idk,This item instantly appears with the outfit of your choice.,-0.043976918
9,Active,exp02,recall,grater,lure,idk,This item can be used to turn shredded food into whole food.,0.02499815
9,Active,exp02,recall,ladle,lure,idk,This item cannot hold any liquid.,0.040610634
9,Active,exp02,recall,duster,target,collects dust,This item makes makes things sparkle just by dusting it.,0.3375029
9,Passive,exp02,recall,mallet,lure,idk,This item fixes anything you hit with it.,0.04870444
9,Passive,exp02,recall,paperairplane,target,idk,This item can fly to anywhere if you toss it.,0.018461922
9,Active,exp02,recall,cactus,target,the limbs are tea,This item contains tea within its arms.,0.48073447
9,Passive,exp02,recall,discoball,target,idk,This item only spins if you dance.,0.026118621
9,Active,exp02,recall,fountain,lure,idk\n,This item pours pennies if you toss water into it.,0.01988316
9,Active,exp02,recall,blender,lure,idk,This item can be used to un-blend any slurry.,0.007970777
9,Active,exp02,recall,headphones,lure,idk,This item inverts all sounds when worn.,-0.03948027
9,Passive,exp02,recall,hairdryer,lure,idk,"This item can be used to dry anything, except hair.",0.06526315
9,Passive,exp02,recall,seashell,lure,idk,This item can be used to hear city streets.,-0.019273445
9,Active,exp02,recall,jacket,lure,idk,This item makes you feel colder when you wear it.,-0.02489192
9,Active,exp02,recall,exitsign,target,idk,This item points towards the farthest exit.,-0.014246812
9,Active,exp02,recall,doghouse,lure,fits dogs of any size,This item adapts to fit the size of any dog that sits in it.,0.66785705
9,Passive,exp02,recall,toiletpaper,lure,infinite roll,This item cannot be torn.,0.18657517
92,Active,exp02,recall,hairclip,lure,can hold anything but hair,This item can grasp everything except hair.,0.6447476
92,Passive,exp02,recall,cake,target,forget,This item turns into any flavor you want when you cut it.,0.009701777
92,Passive,exp02,recall,walkietalkie,lure,forget,This item has an unlimited range.,-0.044865474
92,Active,exp02,recall,piggybank,target,full until broken then it's empty,"This item is full until you break it, then it becomes empty.",0.6605063
92,Active,exp02,recall,mortarpestle,lure,,This item crushes anything with a single tap.,-0.015745107
92,Passive,exp02,recall,skigoggles,target,helps see in the dark,This item helps you see in the dark.,0.69835305
92,Active,exp02,recall,jug,target,forget,"This item never empties, no matter how much you pour out of it.",0.068109505
92,Active,exp02,recall,headphones,lure,forget,This item inverts all sounds when worn.,-0.06494269
92,Active,exp02,recall,soccerball,target,kicks it but it goes right back to where it was,"This item can be kicked, but always rolls back to where it started.",0.53647983
92,Passive,exp02,recall,iron,lure,,This item can wrinkle any fabric.,-0.06035762
92,Passive,exp02,recall,mallet,lure,,This item fixes anything you hit with it.,0.022478899
92,Active,exp02,recall,donut,target,,This item disappears if you try to eat it.,-0.004505064
92,Active,exp02,recall,doghouse,lure,fits any size animal,This item adapts to fit the size of any dog that sits in it.,0.4972991
92,Active,exp02,recall,frame,lure,only shows black and white pictures.,This item can only be used for black and white photographs.,0.51043564
92,Passive,exp02,recall,toiletpaper,lure,,This item cannot be torn.,0.021162901
92,Active,exp02,recall,bikepump,lure,only deflates things,This item can only be used to deflate tires.,0.27641106
92,Passive,exp02,recall,microscope,target,can focus on any item,This item physically enlarges any object it focuses on.,0.4666636
92,Active,exp02,recall,exitsign,target,points to furtherest exit,This item points towards the farthest exit.,0.48454112
92,Active,exp02,recall,gumballmachine,lure,gives candy that heals jaw,This item dispenses candy that heals your jaw.,0.7805922
92,Passive,exp02,recall,hairdryer,lure,dries anything but hair ,"This item can be used to dry anything, except hair.",0.55899227
92,Active,exp02,recall,broom,target,,This item collects more dust the more you sweep with it.,0.002540552
92,Passive,exp02,recall,applecore,target,,"This item grows into any tree desired, if tossed.",-0.0684176
92,Passive,exp02,recall,starfish,lure,,"This item can be used to wish for anything, but only once.",-0.024965342
92,Active,exp02,recall,ladle,lure,holds anything but liqiud,This item cannot hold any liquid.,0.35338622
92,Passive,exp02,recall,discoball,target,,This item only spins if you dance.,-0.037005246
92,Passive,exp02,recall,pretzel,target,unfolds and folds itsself over again,This item unknots and ties itself back together.,0.43665498
92,Passive,exp02,recall,pen,lure,,This item can only write in invisible ink.,0.017243374
92,Active,exp02,recall,remote,target,controls devices when not in the same room,This item can control any device that is not in the same room.,0.64283264
92,Passive,exp02,recall,paperairplane,target,,This item can fly to anywhere if you toss it.,-0.029508036
92,Passive,exp02,recall,tennisball,target,,This item does not bounce when you hit it.,0.004071827
92,Passive,exp02,recall,measuringspoon,target,,This item changes size as you fill it up.,-0.04946597
92,Active,exp02,recall,purse,target,only can hold one item,This item can only hold one item.,0.71405685
92,Passive,exp02,recall,seashell,lure,can hear the city,This item can be used to hear city streets.,0.50660217
92,Passive,exp02,recall,boot,lure,can be any length,This item raises to any length desired.,0.32203767
92,Active,exp02,recall,camcorder,target,,This item has unlimited memory capacity.,-0.05969113
92,Active,exp02,recall,postcard,lure,automatically goes right to destination,This item automatically sends itself to the posted location.,0.41170675
