subject,condition,response,experiment,task,question,prompt,min,max
157,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
157,Active,0,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
157,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
157,Active,6,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
157,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
157,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
158,Active,1,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
158,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
158,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
158,Active,6,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
158,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
158,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
158,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
158,Active,1,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
158,Active,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
159,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
159,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
159,Active,0,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
159,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
159,Active,1,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
159,Active,1,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
159,Active,4,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
159,Active,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
159,Active,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
160,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
160,Active,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
160,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
160,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
160,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
160,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
160,Active,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
160,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
160,Active,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
161,Active,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
161,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
161,Active,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
161,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
161,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
161,Active,5,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
161,Active,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
161,Active,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
161,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
162,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
162,Active,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
162,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
162,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
162,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
162,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
162,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
162,Active,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
162,Active,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
163,Active,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
163,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
163,Active,1,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
163,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
163,Active,1,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
163,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
163,Active,5,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
163,Active,2,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
163,Active,4,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
164,Active,3,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
164,Active,1,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
164,Active,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
164,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
164,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
164,Active,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
164,Active,6,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
164,Active,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
164,Active,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
165,Active,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
165,Active,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
165,Active,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
165,Active,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
165,Active,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
165,Active,2,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
165,Active,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
165,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
165,Active,2,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
166,Active,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
166,Active,5,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
166,Active,4,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
166,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
166,Active,3,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
166,Active,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
166,Active,6,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
166,Active,6,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
166,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
167,Active,6,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
167,Active,5,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
167,Active,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
167,Active,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
167,Active,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
167,Active,5,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
167,Active,3,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
167,Active,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
167,Active,3,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
257,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
257,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
257,Passive,,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
257,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
257,Passive,6,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
257,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
257,Passive,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
257,Passive,0,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
257,Passive,0,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
257,Passive,0,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
257,Passive,3,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
257,Passive,2,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
257,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
258,Passive,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
258,Passive,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
258,Passive,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
258,Passive,5,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
258,Passive,2,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
258,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
258,Passive,3,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
258,Passive,5,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
258,Passive,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
258,Passive,2,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
258,Passive,2,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
258,Passive,3,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
258,Passive,1,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
259,Passive,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
259,Passive,3,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
259,Passive,3,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
259,Passive,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
259,Passive,6,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
259,Passive,3,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
259,Passive,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
259,Passive,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
259,Passive,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
259,Passive,6,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
259,Passive,5,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
259,Passive,4,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
259,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
262,Passive,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
262,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
262,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
262,Passive,6,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
262,Passive,5,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
262,Passive,4,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
262,Passive,2,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
262,Passive,4,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
262,Passive,1,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
262,Passive,2,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
262,Passive,4,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
262,Passive,4,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
262,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
263,Passive,5,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
263,Passive,2,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
263,Passive,5,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
263,Passive,4,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
263,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
263,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
263,Passive,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
263,Passive,3,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
263,Passive,5,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
263,Passive,6,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
263,Passive,5,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
263,Passive,1,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
263,Passive,3,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
264,Passive,2,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
264,Passive,5,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
264,Passive,0,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
264,Passive,3,exp01,posttask_survey,rec_confidence,How well could you recall information in the memory tests after the game task?,It felt easy to recall all the information prompted in the memory tests.,It felt impossible to recall any information prompted in the memory tests.
264,Passive,4,exp01,posttask_survey,control,How in control did you feel during the game task?,I felt like I had full control over the game task.,I felt like I had no control over the game task.
264,Passive,6,exp01,posttask_survey,randomness,How easily did you realize the correct item placements during the game task?,I felt like the correct placements “clicked” to me.,I felt like the correct placements were random matches.
264,Passive,0,exp01,posttask_survey,enc_strategy,How did you identify the correct placements of the items during the game task?,I identified the correct placement of items relative to the placement of other items.,"I identified the correct placement of items individually, irrespective of the placement of other items."
264,Passive,0,exp01,posttask_survey,rec_strategy,How did you recall the correct placements of the items in the memory tests after the game task?,I recalled the correct placement of items relative to the placement of other items.,"I recalled the correct placement of items individually, irrespective of the placement of other items."
264,Passive,6,exp01,posttask_survey,perspective,Did you have a precise or holistic perspective of where the items belonged in the scene?,I viewed the objects specific to their precise location.,"I viewed all the objects as within the larger, holistic scene."
264,Passive,6,exp01,posttask_survey,item_prediction,Did you feel like you were able to predict where the items should go before the user did?,I was frequently predicting the items’ correct location before the user.,I did not know where the items should go at all.
264,Passive,1,exp01,posttask_survey,action_prediction,Did you feel like you were able to predict the actions of the user?,I was frequently predicting the actions the user would next make.,I did not know what moves the user would make at all.
264,Passive,2,exp01,posttask_survey,expectation,Were you expecting the user’s correct/incorrect results during the game task?,"When the user got a correct/incorrect result, I was always expecting the result they got.","When the user got a correct/incorrect result, I was always surprised by the result they got."
264,Passive,6,exp01,posttask_survey,passive_presence,How present did you feel with the user playing the game?,"I felt like I was in the game, actively making guesses with the user.","I felt like I was apart from the game, distantly watching the user make guesses."
265,Passive,4,exp01,posttask_survey,presence,How present did you feel during the game task?,"I felt like I was there in the room, not just on the screen.",I felt very detached from the game.
265,Passive,4,exp01,posttask_survey,attention,How attentive did you feel to the game task?,I felt “in the zone.”,I felt unable to pay attention to the game.
265,Passive,2,exp01,posttask_survey,enc_confidence,How well could you remember information during the game task?,I would easily remember what was happening in the game.,I would constantly forget what was happening in the game.
