subject,experiment,task,condition,item,recall,original_description,semantic_similarity
251,exp01,recall,Passive,racquet,automatically swings,"This item swings on its own, without human intervention.",0.2623031
251,exp01,recall,Passive,paperairplane,can fly forever,This item can fly to anywhere if you toss it.,0.4738646
251,exp01,recall,Passive,piggybank,always full but when you break it becomes empty,"This item is full until you break it, then it becomes empty.",0.7436179
251,exp01,recall,Passive,bikepump,Is able to deflate tires,This item is can only be used to deflate tires.,0.74602455
251,exp01,recall,Passive,mortarpestle,I do not remember,This item crushes anything with a single tap.,0.0664813
251,exp01,recall,Passive,remote,can control anything inside of the room it is in,This item can control any device that is not in the same room.,0.4836778
251,exp01,recall,Passive,applecore,can grow a tree,"This item grows into any tree desired, if tossed.",0.4333689
251,exp01,recall,Passive,microscope,can physically enlargen anything,This item physically enlarges any object it focuses on.,0.26971072
251,exp01,recall,Passive,blender,can unblend any slurry,This item can be used to un-blend any slurry.,0.64567167
251,exp01,recall,Passive,gavel,can only be used by children,This item can only be held by children.,0.61613315
251,exp01,recall,Passive,seashell,if you put your ear to it you can hear the sounds of the city,This item can be used to hear city streets.,0.45230347
251,exp01,recall,Passive,mailbox,can store unlimited mail,This item can receive mail from anywhere instantaneously.,0.47627178
254,exp01,recall,Passive,straightener,Not sure. ,This item gets colder the longer its left on.,0.011310346
254,exp01,recall,Passive,racquet,Play badminton?,"This item swings on its own, without human intervention.",0.059094153
254,exp01,recall,Passive,shoppingcart,shopping?,This item can move without being pushed.,0.05127085
254,exp01,recall,Passive,microscope,See things ,This item physically enlarges any object it focuses on.,0.036203172
254,exp01,recall,Passive,broom,something related to interacting with animals. ,This item collects more dust the more you sweep with it.,-0.09823756
254,exp01,recall,Passive,dogbowl,Not sure. ,This item fills up by itself.,-0.104068965
254,exp01,recall,Passive,bikepump,wasn't able to recall that.,This item is can only be used to deflate tires.,0.13900143
254,exp01,recall,Passive,alarmclock,turns off only when you wake up. ,This item only goes off after you wake up.,0.6399118
254,exp01,recall,Passive,pretzel,knit and tie stuff. ,This item unknots and ties itself back together.,0.3708924
254,exp01,recall,Passive,piggybank,store coins?,"This item is full until you break it, then it becomes empty.",0.09219994
254,exp01,recall,Passive,feather,not sure \n,This item can be used to tickle any animal.,-0.0027222
254,exp01,recall,Passive,donut,not sure ,This item dissapears if you try to eat it.,0.007031597
254,exp01,recall,Passive,toiletpaper,can be torn ,This item cannot be torn.,0.46537712
254,exp01,recall,Passive,hanger,not sure ,This item instantly appears with the outfit of your choice.,-0.0510535
254,exp01,recall,Passive,iron,not sure ,This item can wrinkle any fabric.,-0.031159107
254,exp01,recall,Passive,mortarpestle,mix things,This item crushes anything with a single tap.,0.047834143
254,exp01,recall,Passive,cactus,the leafs can be used to make tea,This item can contains tea within its arms.,0.26636586
254,exp01,recall,Passive,gavel,only used by children. ,This item can only be held by children.,0.3922126
254,exp01,recall,Passive,applecore,eat ,"This item grows into any tree desired, if tossed.",0.008697918
254,exp01,recall,Passive,seashell,hear the sounds and crowds on the city streets ,This item can be used to hear city streets.,0.4733813
254,exp01,recall,Passive,wateringcan,soak water to plants \n,This item soaks up water from plants.,0.487162
254,exp01,recall,Passive,rubikscube,not sure ,This item scrambles itself if you try to solve it.,-0.025269397
254,exp01,recall,Passive,frame,only place black and white pictures in it. ,This item can only be used for black and white photographs.,0.5475302
254,exp01,recall,Passive,landline,can call any phone number and places but can't be answered. ,"This item can reach any number, but cannot be answered.",0.5007206
254,exp01,recall,Passive,binoculars,use to see things? ,This item can be used to see through any object.,0.29043728
254,exp01,recall,Passive,mailbox,receive mails from everywhere ,This item can receive mail from anywhere instantaneously.,0.4918592
254,exp01,recall,Passive,ladle,to get liquid ,This item cannot hold any liquid.,0.425111
254,exp01,recall,Passive,laptop,type things ,This item works only in areas without internet connection.,-0.06751318
254,exp01,recall,Passive,milkshake,was able to turn anything into the flavor you like. ,This item tastes like anything you wish for it to taste like.,0.53288484
254,exp01,recall,Passive,skates,skating on ice ,This item can skate on any surface except ice.,0.478893
254,exp01,recall,Passive,jug,not sure ,"This item never empties, no matter how much you pour out of it.",-0.050366715
256,exp01,recall,Passive,hairclip,it does not hold hair,This item can grasp everything except hair.,0.5182574
256,exp01,recall,Passive,wateringcan,it cannot hold water,This item soaks up water from plants.,0.316181
256,exp01,recall,Passive,starfish,it is not a star,"This item can be used to wish for anything, but only once.",0.20524126
256,exp01,recall,Passive,pear,do not eat,This item grants invisibility to anyone who bites it.,0.029330112
256,exp01,recall,Passive,cactus,do not touch,This item can contains tea within its arms.,-0.001542712
256,exp01,recall,Passive,dogbowl,no idea,This item fills up by itself.,-0.07089209
256,exp01,recall,Passive,toiletpaper,it does not pick up poop,This item cannot be torn.,0.27008513
256,exp01,recall,Passive,microscope,it does not scope little organisms,This item physically enlarges any object it focuses on.,0.19494222
256,exp01,recall,Passive,fishbowl,it does not hold a fish,"This item cannot spill water, no matter how much you shake it.",0.21475482
256,exp01,recall,Passive,hanger,it does not hold clothes for you,This item instantly appears with the outfit of your choice.,0.34245223
256,exp01,recall,Passive,seashell,it calls to Poesdian,This item can be used to hear city streets.,0.11008024
256,exp01,recall,Passive,donut,it can make you a cop,This item dissapears if you try to eat it.,0.19522338
256,exp01,recall,Passive,remote,it can call to the amazing world of gumball universe,This item can control any device that is not in the same room.,0.10489294
256,exp01,recall,Passive,racquet,it smacks wind so sind does not blow on you,"This item swings on its own, without human intervention.",0.11602038
256,exp01,recall,Passive,skates,it skate so you cna walk and sakte on concrete roads when there is ice on it,This item can skate on any surface except ice.,0.46617782
256,exp01,recall,Passive,laptop,it searches up anything you cna put your miund up to,This item works only in areas without internet connection.,0.03794141
256,exp01,recall,Passive,bikepump,bruh it does fill up with water,This item is can only be used to deflate tires.,0.18214035
256,exp01,recall,Passive,rubikscube,it does not and can not solve itself,This item scrambles itself if you try to solve it.,0.2956673
256,exp01,recall,Passive,landline,blah blah your phone is ringing your phone has santa on the line,"This item can reach any number, but cannot be answered.",0.17461237
256,exp01,recall,Passive,broom,clean the floor its all dirty,This item collects more dust the more you sweep with it.,0.27474517
256,exp01,recall,Passive,feather,the feather is heavier than somone in the world,This item can be used to tickle any animal.,0.26203567
256,exp01,recall,Passive,binoculars,it can see nothing,This item can be used to see through any object.,0.2658295
256,exp01,recall,Passive,piggybank,it does nothing but hold everything until you opne it it breaks,"This item is full until you break it, then it becomes empty.",0.46381038
256,exp01,recall,Passive,alarmclock,it only works after you wake up,This item only goes off after you wake up.,0.65050817
256,exp01,recall,Passive,ladle,it does not hold any water,This item cannot hold any liquid.,0.4166103
256,exp01,recall,Passive,pretzel,it doe snot twist and turn\n,This item unknots and ties itself back together.,0.28109357
256,exp01,recall,Passive,iron,it jus wets everything,This item can wrinkle any fabric.,0.035190694
256,exp01,recall,Passive,shoppingcart,it can only hold a human nothing else,This item can move without being pushed.,0.367584
256,exp01,recall,Passive,paperairplane,it flys until space ends,This item can fly to anywhere if you toss it.,0.34318537
256,exp01,recall,Passive,applecore,whoever eats it it does not satisfed hungy it makes you more hungry,"This item grows into any tree desired, if tossed.",0.24306709
256,exp01,recall,Passive,doghouse,it where a dog lives,This item adapts to fit the size of any dog that sits in it.,0.37120378
246,exp01,recall,Passive,remote,This item can control what is on a tv.,This item can control any device that is not in the same room.,0.58504134
246,exp01,recall,Passive,pear,You can eat this item.,This item grants invisibility to anyone who bites it.,0.25821042
246,exp01,recall,Passive,shoppingcart,You can use this item to put things inside and push things around.,This item can move without being pushed.,0.5212701
246,exp01,recall,Passive,dogbowl,This item can hold or contain other items inside.,This item fills up by itself.,0.37300587
246,exp01,recall,Passive,trumpet,You can play music and tunes through this item when you blow in it.,This item can only play one note.,0.41008502
246,exp01,recall,Passive,mortarpestle,You can beat other objects within this bowl with the stick inside.,This item crushes anything with a single tap.,0.13372484
246,exp01,recall,Passive,jug,This item can hold and contain other items like flowers inside.,"This item never empties, no matter how much you pour out of it.",0.28431094
246,exp01,recall,Passive,hanger,This item is used to pick out and hold an outfit or clothing.,This item instantly appears with the outfit of your choice.,0.5222527
246,exp01,recall,Passive,camcorder,This item is used to record unlimited things.,This item has unlimited memory capacity.,0.5421468
246,exp01,recall,Passive,pretzel,This item can be eaten.,This item unknots and ties itself back together.,0.24242035
246,exp01,recall,Passive,starfish,This item is an living organism in the ocean.,"This item can be used to wish for anything, but only once.",0.14237863
246,exp01,recall,Passive,toiletpaper,This item is a necessity for the bathroom.,This item cannot be torn.,0.34976053
246,exp01,recall,Passive,iron,This item is used to flatten clothes with wrinkles.,This item can wrinkle any fabric.,0.64490074
246,exp01,recall,Passive,purse,This item is used to hold other things and carried on the shoulder or wrist.,This item can only hold one item.,0.26879528
246,exp01,recall,Passive,pen,This item is used to make markings on paper.,This item can only write in invisible ink.,0.39424658
246,exp01,recall,Passive,rubikscube,This item is a game that people play for fun and to test brain skills.,This item scrambles itself if you try to solve it.,0.23404327
246,exp01,recall,Passive,alarmclock,This item is used to tell time.,This item only goes off after you wake up.,0.41276693
246,exp01,recall,Passive,landline,This item is used to communicate with people anywhere.,"This item can reach any number, but cannot be answered.",0.3874651
246,exp01,recall,Passive,cereal,This item is typically eaten for breakfast.,This item makes you fall asleep if eaten.,0.42329013
246,exp01,recall,Passive,blender,This item is used to mix things.,This item can be used to un-blend any slurry.,0.5220498
246,exp01,recall,Passive,walkietalkie,This item is used to communicate with other people.,This item has an unlimited range.,0.23090324
246,exp01,recall,Passive,gumballmachine,This item is used to get candy/gum.,This item dispenses candy that heals your jaw.,0.30313024
246,exp01,recall,Passive,microscope,This item is used to look at microscopic things.,This item physically enlarges any object it focuses on.,0.49963936
246,exp01,recall,Passive,cactus,This item is a plant that grows outside.,This item can contains tea within its arms.,0.40232566
246,exp01,recall,Passive,racquet,This item is used to hit a ball in sports.,"This item swings on its own, without human intervention.",0.33312553
246,exp01,recall,Passive,tapemeasure,This item is used to measure things with unlimited length.,This item can measure an unlimited length.,0.8162309
246,exp01,recall,Passive,hairclip,This item is used to hold hair.,This item can grasp everything except hair.,0.6011135
246,exp01,recall,Passive,frame,This item is used to frame things.,This item can only be used for black and white photographs.,0.42852867
246,exp01,recall,Passive,binoculars,This item is used to see through things.,This item can be used to see through any object.,0.752561
246,exp01,recall,Passive,straightener,This item is used to straighten hair.,This item gets colder the longer its left on.,0.26783246
246,exp01,recall,Passive,feather,This item comes from animals.,This item can be used to tickle any animal.,0.47749507
246,exp01,recall,Passive,applecore,This item is a fruit that can be eaten.,"This item grows into any tree desired, if tossed.",0.29722592
246,exp01,recall,Passive,wateringcan,"This item is used to water things, typically flowers or plants.",This item soaks up water from plants.,0.66630363
246,exp01,recall,Passive,paperairplane,This item is made from paper and then thrown.,This item can fly to anywhere if you toss it.,0.37418813
246,exp01,recall,Passive,donut,This item is a sweet treat that is eaten.,This item dissapears if you try to eat it.,0.5487621
157,exp01,recall,Active,dogbowl,Can fill up itself,This item fills up by itself.,0.41719764
157,exp01,recall,Active,alarmclock,tell time,This item only goes off after you wake up.,0.100886986
157,exp01,recall,Active,doghouse,can adapt to fit any size dog,This item adapts to fit the size of any dog that sits in it.,0.70029545
157,exp01,recall,Active,fishbowl,will not spill no matter how far you tip it,"This item cannot spill water, no matter how much you shake it.",0.42542553
157,exp01,recall,Active,wateringcan,will absorb water from plants,This item soaks up water from plants.,0.69424105
157,exp01,recall,Active,trumpet,can only play one note,This item can only play one note.,0.7804624
157,exp01,recall,Active,mailbox,can only deliver mail,This item can receive mail from anywhere instantaneously.,0.5507767
157,exp01,recall,Active,tapemeasure,can only measure far distances,This item can measure an unlimited length.,0.43482667
157,exp01,recall,Active,bowlingball,weighs whatever you determine it weighs,This item weighs whatever weight you choose it to weigh.,0.6852211
157,exp01,recall,Active,toiletpaper,cannot be torn,This item cannot be torn.,0.6498354
157,exp01,recall,Active,hanger,can hold multiple clothes at one time,This item instantly appears with the outfit of your choice.,0.1316019
157,exp01,recall,Active,pen,can only write in invisible ink,This item can only write in invisible ink.,0.88499606
157,exp01,recall,Active,jug,cannot hold/pour anything,"This item never empties, no matter how much you pour out of it.",0.038026273
157,exp01,recall,Active,soccerball,,"This item can be kicked, but always rolls back to where it started.",-0.015759485
157,exp01,recall,Active,blender,can unblend any slurry,This item can be used to un-blend any slurry.,0.6456716
157,exp01,recall,Active,skates,can skate on any surface except ice,This item can skate on any surface except ice.,0.89587694
157,exp01,recall,Active,purse,can only hold one item,This item can only hold one item.,0.79024696
157,exp01,recall,Active,starfish,can fly,"This item can be used to wish for anything, but only once.",0.10721584
157,exp01,recall,Active,broom,collects dust as it sweeps,This item collects more dust the more you sweep with it.,0.61758256
157,exp01,recall,Active,binoculars,can see through any object,This item can be used to see through any object.,0.7851048
157,exp01,recall,Active,microscope,physically enlarges whatever it looks at,This item physically enlarges any object it focuses on.,0.36227518
157,exp01,recall,Active,rubikscube,unscrambles as you try to solve it,This item scrambles itself if you try to solve it.,0.63521326
157,exp01,recall,Active,donut,something if you try to eat it - you cannot eat it,This item dissapears if you try to eat it.,0.62166625
157,exp01,recall,Active,paperairplane,can fly anywhere you throw it,This item can fly to anywhere if you toss it.,0.70874345
157,exp01,recall,Active,walkietalkie,only work where no radio frequency is available,This item has an unlimited range.,0.16611353
157,exp01,recall,Active,gramophone,can only play one note,This item can plays music backwards.,0.45539978
157,exp01,recall,Active,mortarpestle,can ground anything with one smash,This item crushes anything with a single tap.,0.29465437
157,exp01,recall,Active,camcorder,cannot record,This item has unlimited memory capacity.,0.17652196
157,exp01,recall,Active,milkshake,is finished in one sip,This item tastes like anything you wish for it to taste like.,0.122752786
157,exp01,recall,Active,gavel,can only be used by children,This item can only be held by children.,0.6161332
157,exp01,recall,Active,cactus,can hold 1 tea bag,This item can contains tea within its arms.,0.4057976
157,exp01,recall,Active,hairclip,cannot be used for hair,This item can grasp everything except hair.,0.47302848
157,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.04415672
157,exp01,recall,Active,bikepump,it can jump,This item is can only be used to deflate tires.,0.13657904
157,exp01,recall,Active,racquet,it swings back and forth by itself,"This item swings on its own, without human intervention.",0.48915285
157,exp01,recall,Active,remote,can change any channel anywhere,This item can control any device that is not in the same room.,0.22358735
157,exp01,recall,Active,iron,wrinkles anything it tries to iron,This item can wrinkle any fabric.,0.46008492
157,exp01,recall,Active,piggybank,is full and becomes less full over time,"This item is full until you break it, then it becomes empty.",0.50153005
157,exp01,recall,Active,pretzel,twists itself,This item unknots and ties itself back together.,0.14398226
157,exp01,recall,Active,cereal,fills itself with milk,This item makes you fall asleep if eaten.,0.243974
157,exp01,recall,Active,gumballmachine,dispenses multiple at a time,This item dispenses candy that heals your jaw.,0.032752033
157,exp01,recall,Active,applecore,can grow a tree when planted,"This item grows into any tree desired, if tossed.",0.47483575
157,exp01,recall,Active,frame,can only hold black and white photos,This item can only be used for black and white photographs.,0.6764097
157,exp01,recall,Active,seashell,can be used to hear city streets,This item can be used to hear city streets.,0.79321027
157,exp01,recall,Active,straightener,cools down when turned on,This item gets colder the longer its left on.,0.29404864
157,exp01,recall,Active,landline,"can only send calls, cannot receive any","This item can reach any number, but cannot be answered.",0.38365227
157,exp01,recall,Active,ladle,cannot hold more than a drop,This item cannot hold any liquid.,0.45107138
157,exp01,recall,Active,feather,is very heavy,This item can be used to tickle any animal.,0.07951455
158,exp01,recall,Active,hairclip,It can hold any hair,This item can grasp everything except hair.,0.5828675
158,exp01,recall,Active,starfish,can grant you 1 wish\n,"This item can be used to wish for anything, but only once.",0.29908893
158,exp01,recall,Active,laptop,works in places without internet,This item works only in areas without internet connection.,0.6759751
158,exp01,recall,Active,tapemeasure,can measure any length,This item can measure an unlimited length.,0.66338134
158,exp01,recall,Active,ladle,,This item cannot hold any liquid.,0.013419785
158,exp01,recall,Active,mailbox,can send mail anywhere,This item can receive mail from anywhere instantaneously.,0.5944958
158,exp01,recall,Active,feather,tickle?,This item can be used to tickle any animal.,0.4576428
158,exp01,recall,Active,straightener,gets colder the longer it is on,This item gets colder the longer its left on.,0.75630695
158,exp01,recall,Active,purse,can only hold one item,This item can only hold one item.,0.79024696
158,exp01,recall,Active,paperairplane,can fly anywhere it is thrown,This item can fly to anywhere if you toss it.,0.61209375
158,exp01,recall,Active,microscope,enlarges any item it focuses on,This item physically enlarges any object it focuses on.,0.677799
158,exp01,recall,Active,trumpet,can only play one note,This item can only play one note.,0.7804624
158,exp01,recall,Active,iron,wrinkles fabric,This item can wrinkle any fabric.,0.6168445
158,exp01,recall,Active,soccerball,,"This item can be kicked, but always rolls back to where it started.",-0.015759483
158,exp01,recall,Active,piggybank,is full of money until it is broken,"This item is full until you break it, then it becomes empty.",0.469007
158,exp01,recall,Active,walkietalkie,can contact anyone,This item has an unlimited range.,0.058564987
158,exp01,recall,Active,bikepump,deflates,This item is can only be used to deflate tires.,0.2120637
158,exp01,recall,Active,gramophone,can only play one song,This item can plays music backwards.,0.37912458
158,exp01,recall,Active,mortarpestle,breaks anything with one touch,This item crushes anything with a single tap.,0.3057223
158,exp01,recall,Active,binoculars,,This item can be used to see through any object.,-0.066939704
158,exp01,recall,Active,pretzel,,This item unknots and ties itself back together.,-0.08940366
158,exp01,recall,Active,gumballmachine,has candy to heal your jaw,This item dispenses candy that heals your jaw.,0.76413316
158,exp01,recall,Active,landline,"can call any number, but cannot answer","This item can reach any number, but cannot be answered.",0.65054667
158,exp01,recall,Active,pear,,This item grants invisibility to anyone who bites it.,-0.04415672
158,exp01,recall,Active,frame,is only used for black and white photos,This item can only be used for black and white photographs.,0.6844723
158,exp01,recall,Active,broom,collects more dust the more it's used,This item collects more dust the more you sweep with it.,0.7096243
158,exp01,recall,Active,applecore,can grow into a tree,"This item grows into any tree desired, if tossed.",0.3805688
158,exp01,recall,Active,doghouse,can change to fit any dog,This item adapts to fit the size of any dog that sits in it.,0.5618812
158,exp01,recall,Active,shoppingcart,,This item can move without being pushed.,-0.061893344
158,exp01,recall,Active,cereal,,This item makes you fall asleep if eaten.,-0.041454516
158,exp01,recall,Active,pen,writes with invisible ink,This item can only write in invisible ink.,0.7403471
158,exp01,recall,Active,toiletpaper,cannot be torn,This item cannot be torn.,0.6498354
158,exp01,recall,Active,camcorder,has unlimited memory,This item has unlimited memory capacity.,0.6832279
158,exp01,recall,Active,alarmclock,goes off after you wake up,This item only goes off after you wake up.,0.6448037
158,exp01,recall,Active,seashell,lets you hear the city,This item can be used to hear city streets.,0.47471163
158,exp01,recall,Active,hanger,can make any outfit,This item instantly appears with the outfit of your choice.,0.39599347
158,exp01,recall,Active,racquet,can swing without human intervention,"This item swings on its own, without human intervention.",0.5870217
158,exp01,recall,Active,dogbowl,automatically refills with water,This item fills up by itself.,0.21463637
158,exp01,recall,Active,cactus,has tea in it's spikes,This item can contains tea within its arms.,0.37455937
158,exp01,recall,Active,wateringcan,sucks water from plants,This item soaks up water from plants.,0.6234248
158,exp01,recall,Active,gavel,can only be used by children,This item can only be held by children.,0.61613315
158,exp01,recall,Active,rubikscube,scrambles while you are trying to solve it,This item scrambles itself if you try to solve it.,0.6967275
158,exp01,recall,Active,fishbowl,,"This item cannot spill water, no matter how much you shake it.",0.04009171
158,exp01,recall,Active,donut,any flavor,This item dissapears if you try to eat it.,0.2136454
158,exp01,recall,Active,jug,automatically refills,"This item never empties, no matter how much you pour out of it.",0.17192253
159,exp01,recall,Active,alarmclock,rings only after you wake up,This item only goes off after you wake up.,0.52390134
159,exp01,recall,Active,ladle,cannot hold liquids,This item cannot hold any liquid.,0.69660974
159,exp01,recall,Active,tapemeasure,measures anything,This item can measure an unlimited length.,0.17855562
159,exp01,recall,Active,iron,irons anything,This item can wrinkle any fabric.,0.19369154
159,exp01,recall,Active,piggybank,"is full until you break it, then becomes empty when you do","This item is full until you break it, then it becomes empty.",0.718531
159,exp01,recall,Active,remote,controls any device not in the same room,This item can control any device that is not in the same room.,0.68468696
159,exp01,recall,Active,frame,only frames black and white pictures,This item can only be used for black and white photographs.,0.48221678
159,exp01,recall,Active,mortarpestle,mixes anything,This item crushes anything with a single tap.,0.12058507
159,exp01,recall,Active,hanger,hang anything,This item instantly appears with the outfit of your choice.,-0.000643425
159,exp01,recall,Active,binoculars,sees anything,This item can be used to see through any object.,0.12696984
159,exp01,recall,Active,cactus,holds something in its branches,This item can contains tea within its arms.,0.21199337
159,exp01,recall,Active,bikepump,depumps air,This item is can only be used to deflate tires.,0.09904747
159,exp01,recall,Active,shoppingcart,carries unlimited groceries,This item can move without being pushed.,0.10068567
159,exp01,recall,Active,pear,makes you invisible when biting into it,This item grants invisibility to anyone who bites it.,0.5020778
159,exp01,recall,Active,bowlingball,weighs whatever you choose it to weigh,This item weighs whatever weight you choose it to weigh.,0.82915735
159,exp01,recall,Active,applecore,plants a tree whenever you throw it,"This item grows into any tree desired, if tossed.",0.38152722
159,exp01,recall,Active,landline,calls anyone,"This item can reach any number, but cannot be answered.",0.022984559
159,exp01,recall,Active,paperairplane,flies forever,This item can fly to anywhere if you toss it.,0.33100003
159,exp01,recall,Active,gavel,hammers anything,This item can only be held by children.,-0.034106724
159,exp01,recall,Active,doghouse,adjusts its size to the size of the dog sitting in it,This item adapts to fit the size of any dog that sits in it.,0.6660054
159,exp01,recall,Active,purse,carries infinite items,This item can only hold one item.,0.33318266
159,exp01,recall,Active,blender,blends anything,This item can be used to un-blend any slurry.,0.054784253
159,exp01,recall,Active,rubikscube,scrambles whenever you try to solve it,This item scrambles itself if you try to solve it.,0.6536922
159,exp01,recall,Active,mailbox,carries mail from anyone,This item can receive mail from anywhere instantaneously.,0.396594
159,exp01,recall,Active,fishbowl,allows fish to live forever,"This item cannot spill water, no matter how much you shake it.",0.17312583
159,exp01,recall,Active,pretzel,never runs out,This item unknots and ties itself back together.,-0.019286104
159,exp01,recall,Active,pen,writes in only invisible ink,This item can only write in invisible ink.,0.79921883
159,exp01,recall,Active,dogbowl,refills itself,This item fills up by itself.,0.3306043
159,exp01,recall,Active,laptop,never dies,This item works only in areas without internet connection.,0.09578805
159,exp01,recall,Active,trumpet,only plays one note,This item can only play one note.,0.64539737
159,exp01,recall,Active,straightener,turns any hair curly,This item gets colder the longer its left on.,0.08423528
159,exp01,recall,Active,soccerball,allows you to kick it but always rolls back to its original position,"This item can be kicked, but always rolls back to where it started.",0.56988376
159,exp01,recall,Active,milkshake,tastes like however you want it to taste like,This item tastes like anything you wish for it to taste like.,0.81364644
159,exp01,recall,Active,skates,can skate anywhere,This item can skate on any surface except ice.,0.5785732
159,exp01,recall,Active,racquet,hits any ball,"This item swings on its own, without human intervention.",0.18779185
159,exp01,recall,Active,microscope,can let you see anything,This item physically enlarges any object it focuses on.,0.12017658
159,exp01,recall,Active,jug,stays empty,"This item never empties, no matter how much you pour out of it.",0.26988
159,exp01,recall,Active,feather,can attach to any bird,This item can be used to tickle any animal.,0.42230198
159,exp01,recall,Active,toiletpaper,never runs out,This item cannot be torn.,0.1477168
159,exp01,recall,Active,gumballmachine,has how many ever gumballs you choose,This item dispenses candy that heals your jaw.,0.20627776
159,exp01,recall,Active,camcorder,records through walls,This item has unlimited memory capacity.,0.172531
159,exp01,recall,Active,broom,sweeps anything,This item collects more dust the more you sweep with it.,0.26519758
159,exp01,recall,Active,gramophone,plays any song you choose,This item can plays music backwards.,0.29817432
159,exp01,recall,Active,cereal,never runs out,This item makes you fall asleep if eaten.,0.035005234
159,exp01,recall,Active,donut,never lets you take a bite out of it,This item dissapears if you try to eat it.,0.38789725
159,exp01,recall,Active,starfish,can grant you one wish,"This item can be used to wish for anything, but only once.",0.5006515
159,exp01,recall,Active,seashell,holds infinite items,This item can be used to hear city streets.,0.06475213
160,exp01,recall,Active,alarmclock,tells time,This item only goes off after you wake up.,0.19665983
160,exp01,recall,Active,rubikscube,idk,This item scrambles itself if you try to solve it.,-0.002764063
160,exp01,recall,Active,hairclip,clips hair,This item can grasp everything except hair.,0.33864272
160,exp01,recall,Active,pear,idk,This item grants invisibility to anyone who bites it.,-0.016327513
160,exp01,recall,Active,jug,jug,"This item never empties, no matter how much you pour out of it.",0.30822635
160,exp01,recall,Active,milkshake,idk,This item tastes like anything you wish for it to taste like.,-0.005844783
160,exp01,recall,Active,starfish,idk,"This item can be used to wish for anything, but only once.",0.037434477
160,exp01,recall,Active,skates,skate,This item can skate on any surface except ice.,0.45846295
160,exp01,recall,Active,gavel,idk,This item can only be held by children.,0.024359424
160,exp01,recall,Active,mortarpestle,mash,This item crushes anything with a single tap.,0.074281976
160,exp01,recall,Active,hanger,hangs things,This item instantly appears with the outfit of your choice.,-0.002544109
160,exp01,recall,Active,gumballmachine,dispenses,This item dispenses candy that heals your jaw.,0.18086323
160,exp01,recall,Active,racquet,idk,"This item swings on its own, without human intervention.",-0.019278487
160,exp01,recall,Active,donut,sprinkles,This item dissapears if you try to eat it.,0.13398811
160,exp01,recall,Active,ladle,soup lattle,This item cannot hold any liquid.,0.077502675
160,exp01,recall,Active,purse,bag,This item can only hold one item.,0.15763423
160,exp01,recall,Active,cactus,idk,This item can contains tea within its arms.,-0.042962346
160,exp01,recall,Active,paperairplane,flies,This item can fly to anywhere if you toss it.,0.24504031
160,exp01,recall,Active,pretzel,pretzel,This item unknots and ties itself back together.,-0.01539615
160,exp01,recall,Active,bikepump,air,This item is can only be used to deflate tires.,0.13683634
160,exp01,recall,Active,toiletpaper,idk,This item cannot be torn.,0.07596366
160,exp01,recall,Active,iron,iron,This item can wrinkle any fabric.,0.15010788
160,exp01,recall,Active,doghouse,shed,This item adapts to fit the size of any dog that sits in it.,0.115373425
160,exp01,recall,Active,fishbowl,fish tank,"This item cannot spill water, no matter how much you shake it.",0.15861198
160,exp01,recall,Active,bowlingball,bowling,This item weighs whatever weight you choose it to weigh.,0.13966414
160,exp01,recall,Active,dogbowl,bowl,This item fills up by itself.,0.1494103
160,exp01,recall,Active,feather,feather,This item can be used to tickle any animal.,0.21646224
160,exp01,recall,Active,broom,sweep,This item collects more dust the more you sweep with it.,0.3260026
160,exp01,recall,Active,trumpet,horn,This item can only play one note.,0.058700666
160,exp01,recall,Active,frame,frame,This item can only be used for black and white photographs.,0.13506861
160,exp01,recall,Active,blender,can mix flurries,This item can be used to un-blend any slurry.,0.23113462
160,exp01,recall,Active,straightener,straighten hair,This item gets colder the longer its left on.,0.025260918
160,exp01,recall,Active,cereal,cereal,This item makes you fall asleep if eaten.,0.17752147
160,exp01,recall,Active,gramophone,horn,This item can plays music backwards.,0.072832905
160,exp01,recall,Active,remote,control,This item can control any device that is not in the same room.,0.11790997
160,exp01,recall,Active,applecore,core,"This item grows into any tree desired, if tossed.",-0.077369235
160,exp01,recall,Active,wateringcan,water,This item soaks up water from plants.,0.30653137
160,exp01,recall,Active,piggybank,stores money,"This item is full until you break it, then it becomes empty.",0.05054398
161,exp01,recall,Active,straightener,GETS COLDER,This item gets colder the longer its left on.,0.5008243
161,exp01,recall,Active,alarmclock,RINGS ONLY WHEN YOU WAKE UP,This item only goes off after you wake up.,0.50298196
161,exp01,recall,Active,doghouse,CHANGES SIZE FOR ANY DOG,This item adapts to fit the size of any dog that sits in it.,0.5898562
161,exp01,recall,Active,donut,MAKES YOU FULL WITH A SINGLE BITE,This item dissapears if you try to eat it.,0.29581732
161,exp01,recall,Active,jug,FILLS UP AFTER POURING,"This item never empties, no matter how much you pour out of it.",0.32781357
161,exp01,recall,Active,gramophone,PLAYS MUSIC BACKWARDS,This item can plays music backwards.,0.6729888
161,exp01,recall,Active,racquet,CAN'T HIT ANYTHING,"This item swings on its own, without human intervention.",0.13584998
161,exp01,recall,Active,remote,CAN PLAY ANY ELECTRONIC NOT IN THE SAME ROOM,This item can control any device that is not in the same room.,0.562432
